data_date,avg_rainfall,grid_count
2018-11-28,5.56,43
2018-11-29,0.00,43
2018-11-30,0.00,43
2018-12-01,0.00,43
2018-12-02,0.00,43
2018-12-03,0.00,43
2018-12-04,0.00,43
2018-12-05,0.00,43
2018-12-06,0.00,43
2018-12-07,0.37,43
2018-12-08,0.00,43
2018-12-09,0.00,43
2018-12-10,0.29,43
2018-12-11,0.02,43
2018-12-12,0.00,43
2018-12-13,0.00,43
2018-12-14,0.00,43
2018-12-15,0.00,43
2018-12-16,0.00,43
2018-12-17,0.00,43
2018-12-18,0.00,43
2018-12-19,0.00,43
2018-12-20,0.00,43
2018-12-21,0.00,43
2018-12-22,0.00,43
2018-12-23,16.57,43
2018-12-24,6.97,43
2018-12-25,0.00,43
2018-12-26,0.01,43
2018-12-27,0.00,43
2018-12-28,0.00,43
2018-12-29,0.00,43
2018-12-30,0.00,43
2018-12-31,0.00,43
2019-01-01,0.00,43
2019-01-02,0.00,43
2019-01-03,2.37,43
2019-01-04,0.00,43
2019-01-05,6.75,43
2019-01-06,4.63,43
2019-01-07,0.00,43
2019-01-08,0.00,43
2019-01-09,0.00,43
2019-01-10,0.00,43
2019-01-11,0.00,43
2019-01-12,0.00,43
2019-01-13,0.00,43
2019-01-14,0.00,43
2019-01-15,0.00,43
2019-01-16,10.68,43
2019-01-17,5.05,43
2019-01-18,0.00,43
2019-01-19,0.00,43
2019-01-20,0.00,43
2019-01-21,0.00,43
2019-01-22,0.00,43
2019-01-23,0.00,43
2019-01-24,0.00,43
2019-01-25,0.00,43
2019-01-26,0.00,43
2019-01-27,0.00,43
2019-01-28,0.00,43
2019-01-29,0.00,43
2019-01-30,0.00,43
2019-01-31,0.00,43
2019-02-01,0.00,43
2019-02-02,0.00,43
2019-02-03,1.10,43
2019-02-04,0.00,43
2019-02-05,0.00,43
2019-02-06,0.00,43
2019-02-07,0.00,43
2019-02-08,0.00,43
2019-02-09,0.00,43
2019-02-10,0.00,43
2019-02-11,0.00,43
2019-02-12,0.00,43
2019-02-13,0.00,43
2019-02-14,0.00,43
2019-02-15,0.00,43
2019-02-16,0.00,43
2019-02-17,0.00,43
2019-02-18,0.00,43
2019-02-19,1.49,43
2019-02-20,0.00,43
2019-02-21,0.05,43
2019-02-22,0.27,43
2019-02-23,3.97,43
2019-02-24,56.29,43
2019-02-25,0.00,43
2019-02-26,0.00,43
2019-02-27,0.00,43
2019-02-28,0.00,43
2019-03-01,0.00,43
2019-03-02,0.00,43
2019-03-03,19.65,43
2019-03-04,0.00,43
2019-03-05,10.52,43
2019-03-06,21.59,43
2019-03-07,26.39,43
2019-03-08,14.90,43
2019-03-09,93.79,43
2019-03-10,29.84,43
2019-03-11,0.01,43
2019-03-12,0.00,43
2019-03-13,0.00,43
2019-03-14,0.00,43
2019-03-15,5.46,43
2019-03-16,0.00,43
2019-03-17,0.00,43
2019-03-18,0.00,43
2019-03-19,0.00,43
2019-03-20,0.00,43
2019-03-21,0.00,43
2019-03-22,0.00,43
2019-03-23,5.75,43
2019-03-24,7.66,43
2019-03-25,28.22,43
2019-03-26,0.00,43
2019-03-27,0.00,43
2019-03-28,0.00,43
2019-03-29,9.28,43
2019-03-30,1.59,43
2019-03-31,0.00,43
2019-04-01,4.34,43
2019-04-02,0.00,43
2019-04-03,0.11,43
2019-04-04,0.00,43
2019-04-05,0.00,43
2019-04-06,0.00,43
2019-04-07,0.00,43
2019-04-08,0.00,43
2019-04-09,0.00,43
2019-04-10,0.00,43
2019-04-11,23.87,43
2019-04-12,0.51,43
2019-04-13,5.08,43
2019-04-14,1.00,43
2019-04-15,0.43,43
2019-04-16,36.70,43
2019-04-17,0.00,43
2019-04-18,0.00,43
2019-04-19,8.93,43
2019-04-20,19.28,43
2019-04-21,97.61,43
2019-04-22,0.00,43
2019-04-23,0.00,43
2019-04-24,0.00,43
2019-04-25,0.00,43
2019-04-26,0.00,43
2019-04-27,0.00,43
2019-04-28,0.00,43
2019-04-29,0.00,43
2019-04-30,0.54,43
2019-05-01,81.67,43
2019-05-02,8.30,43
2019-05-03,2.22,43
2019-05-04,3.70,43
2019-05-05,0.93,43
2019-05-06,7.57,43
2019-05-07,4.75,43
2019-05-08,0.02,43
2019-05-09,13.01,43
2019-05-10,0.93,43
2019-05-11,0.00,43
2019-05-12,0.00,43
2019-05-13,0.00,43
2019-05-14,0.00,43
2019-05-15,0.00,43
2019-05-16,0.00,43
2019-05-17,215.04,43
2019-05-18,1.30,43
2019-05-19,0.00,43
2019-05-20,27.67,43
2019-05-21,0.00,43
2019-05-22,0.00,43
2019-05-23,7.60,43
2019-05-24,0.00,43
2019-05-25,0.00,43
2019-05-26,0.00,43
2019-05-27,8.67,43
2019-05-28,69.14,43
2019-05-29,0.00,43
2019-05-30,0.00,43
2019-05-31,0.00,43
2019-06-01,0.43,43
2019-06-02,0.00,43
2019-06-03,0.13,43
2019-06-04,44.65,43
2019-06-05,0.00,43
2019-06-06,0.00,43
2019-06-07,0.00,43
2019-06-08,0.00,43
2019-06-09,0.00,43
2019-06-10,11.21,43
2019-06-11,79.29,43
2019-06-12,32.61,43
2019-06-13,65.29,43
2019-06-14,124.39,43
2019-06-15,0.00,43
2019-06-16,0.00,43
2019-06-17,3.66,43
2019-06-18,0.00,43
2019-06-19,0.00,43
2019-06-20,0.00,43
2019-06-21,0.00,43
2019-06-22,0.00,43
2019-06-23,69.78,43
2019-06-24,28.19,43
2019-06-25,3.15,43
2019-06-26,0.00,43
2019-06-27,0.00,43
2019-06-28,0.00,43
2019-06-29,0.00,43
2019-06-30,0.00,43
2019-07-01,0.00,43
2019-07-02,16.15,43
2019-07-03,0.00,43
2019-07-04,0.00,43
2019-07-05,0.00,43
2019-07-06,0.27,43
2019-07-07,0.00,43
2019-07-08,0.00,43
2019-07-09,0.00,43
2019-07-10,0.00,43
2019-07-11,0.00,43
2019-07-12,0.00,43
2019-07-13,0.00,43
2019-07-14,0.00,43
2019-07-15,0.00,43
2019-07-16,0.00,43
2019-07-17,0.00,43
2019-07-18,0.00,43
2019-07-19,0.00,43
2019-07-20,0.00,43
2019-07-21,0.00,43
2019-07-22,7.95,43
2019-07-23,0.51,43
2019-07-24,0.00,43
2019-07-25,0.00,43
2019-07-26,0.00,43
2019-07-27,16.38,43
2019-07-28,7.29,43
2019-07-29,0.00,43
2019-07-30,0.00,43
2019-07-31,0.00,43
2019-08-01,8.42,43
2019-08-02,0.40,43
2019-08-03,0.00,43
2019-08-04,0.00,43
2019-08-05,0.00,43
2019-08-06,0.00,43
2019-08-07,7.60,43
2019-08-08,71.26,43
2019-08-09,52.31,43
2019-08-10,3.78,43
2019-08-11,0.01,43
2019-08-12,7.63,43
2019-08-13,0.00,43
2019-08-14,0.00,43
2019-08-15,0.05,43
2019-08-16,16.85,43
2019-08-17,0.00,43
2019-08-18,0.35,43
2019-08-19,38.79,43
2019-08-20,0.00,43
2019-08-21,4.85,43
2019-08-22,0.00,43
2019-08-23,0.00,43
2019-08-24,0.00,43
2019-08-25,9.85,43
2019-08-26,2.19,43
2019-08-27,0.00,43
2019-08-28,0.00,43
2019-08-29,0.00,43
2019-08-30,0.55,43
2019-08-31,0.00,43
2019-09-01,0.72,43
2019-09-02,0.00,43
2019-09-03,0.00,43
2019-09-04,7.16,43
2019-09-05,22.90,43
2019-09-06,0.13,43
2019-09-07,0.00,43
2019-09-08,0.00,43
2019-09-09,0.00,43
2019-09-10,0.00,43
2019-09-11,0.00,43
2019-09-12,0.00,43
2019-09-13,0.00,43
2019-09-14,0.00,43
2019-09-15,11.91,43
2019-09-16,0.00,43
2019-09-17,0.00,43
2019-09-18,1.24,43
2019-09-19,0.02,43
2019-09-20,9.45,43
2019-09-21,5.50,43
2019-09-22,0.00,43
2019-09-23,0.00,43
2019-09-24,0.00,43
2019-09-25,0.00,43
2019-09-26,0.00,43
2019-09-27,0.00,43
2019-09-28,0.00,43
2019-09-29,0.61,43
2019-09-30,21.04,43
2019-10-01,8.08,43
2019-10-02,0.00,43
2019-10-03,0.00,43
2019-10-04,0.00,43
2019-10-05,0.00,43
2019-10-06,0.00,43
2019-10-07,0.00,43
2019-10-08,0.00,43
2019-10-09,0.00,43
2019-10-10,0.00,43
2019-10-11,0.00,43
2019-10-12,0.00,43
2019-10-13,0.00,43
2019-10-14,0.00,43
2019-10-15,0.00,43
2019-10-16,0.00,43
2019-10-17,0.00,43
2019-10-18,0.00,43
2019-10-19,0.00,43
2019-10-20,0.00,43
2019-10-21,0.00,43
2019-10-22,0.00,43
2019-10-23,0.00,43
2019-10-24,0.00,43
2019-10-25,0.00,43
2019-10-26,0.00,43
2019-10-27,0.00,43
2019-10-28,0.00,43
2019-10-29,0.12,43
2019-10-30,0.00,43
2019-10-31,0.00,43
2019-11-01,0.00,43
2019-11-02,0.00,43
2019-11-03,0.00,43
2019-11-04,0.00,43
2019-11-05,0.00,43
2019-11-06,0.00,43
2019-11-07,0.00,43
2019-11-08,0.00,43
2019-11-09,0.00,43
2019-11-10,0.00,43
2019-11-11,0.00,43
2019-11-12,0.00,43
2019-11-13,0.00,43
2019-11-14,0.00,43
2019-11-15,0.00,43
2019-11-16,0.00,43
2019-11-17,0.00,43
2019-11-18,0.00,43
2019-11-19,0.00,43
2019-11-20,0.00,43
2019-11-21,0.33,43
2019-11-22,3.57,43
2019-11-23,0.11,43
2019-11-24,0.00,43
2019-11-25,0.00,43
2019-11-26,0.00,43
2019-11-27,0.00,43
2019-11-28,0.00,43
2019-11-29,0.00,43
2019-11-30,0.00,43
2019-12-01,0.00,43
2019-12-02,0.00,43
2019-12-03,0.00,43
2019-12-04,0.00,43
2019-12-05,41.29,43
2019-12-06,36.92,43
2019-12-07,2.67,43
2019-12-08,0.00,43
2019-12-09,0.00,43
2019-12-10,0.00,43
2019-12-11,0.00,43
2019-12-12,0.00,43
2019-12-13,0.00,43
2019-12-14,0.00,43
2019-12-15,0.00,43
2019-12-16,0.00,43
2019-12-17,0.00,43
2019-12-18,0.00,43
2019-12-19,0.00,43
2019-12-20,2.29,43
2019-12-21,0.91,43
2019-12-22,0.81,43
2019-12-23,0.00,43
2019-12-24,0.00,43
2019-12-25,0.00,43
2019-12-26,0.00,43
2019-12-27,0.00,43
2019-12-28,0.00,43
2019-12-29,37.67,43
2019-12-30,26.27,43
2019-12-31,0.00,43
2020-01-01,0.00,43
2020-01-02,0.00,43
2020-01-03,0.00,43
2020-01-04,0.00,43
2020-01-05,0.00,43
2020-01-06,0.00,43
2020-01-07,0.00,43
2020-01-08,0.00,43
2020-01-09,0.00,43
2020-01-10,0.00,43
2020-01-11,0.00,43
2020-01-12,0.00,43
2020-01-13,0.00,43
2020-01-14,1.78,43
2020-01-15,0.00,43
2020-01-16,0.00,43
2020-01-17,0.00,43
2020-01-18,0.00,43
2020-01-19,0.00,43
2020-01-20,0.00,43
2020-01-21,0.00,43
2020-01-22,0.00,43
2020-01-23,0.00,43
2020-01-24,0.00,43
2020-01-25,0.63,43
2020-01-26,37.67,43
2020-01-27,0.47,43
2020-01-28,0.03,43
2020-01-29,0.00,43
2020-01-30,0.00,43
2020-01-31,0.00,43
2020-02-01,0.00,43
2020-02-02,0.00,43
2020-02-03,0.00,43
2020-02-04,2.00,43
2020-02-05,0.96,43
2020-02-06,0.00,43
2020-02-07,3.89,43
2020-02-08,0.00,43
2020-02-09,0.00,43
2020-02-10,0.00,43
2020-02-11,0.00,43
2020-02-12,0.00,43
2020-02-13,1.59,43
2020-02-14,0.00,43
2020-02-15,2.82,43
2020-02-16,44.63,43
2020-02-17,0.00,43
2020-02-18,0.00,43
2020-02-19,0.00,43
2020-02-20,0.00,43
2020-02-21,0.00,43
2020-02-22,0.00,43
2020-02-23,0.00,43
2020-02-24,0.00,43
2020-02-25,0.00,43
2020-02-26,0.00,43
2020-02-27,0.00,43
2020-02-28,0.00,43
2020-02-29,0.00,43
2020-03-01,0.00,43
2020-03-02,0.00,43
2020-03-03,0.00,43
2020-03-04,0.25,43
2020-03-05,7.23,43
2020-03-06,0.00,43
2020-03-07,0.00,43
2020-03-08,0.00,43
2020-03-09,0.04,43
2020-03-10,55.29,43
2020-03-11,0.00,43
2020-03-12,1.10,43
2020-03-13,16.70,43
2020-03-14,3.56,43
2020-03-15,0.00,43
2020-03-16,0.00,43
2020-03-17,0.00,43
2020-03-18,0.86,43
2020-03-19,5.82,43
2020-03-20,0.00,43
2020-03-21,0.00,43
2020-03-22,0.00,43
2020-03-23,0.00,43
2020-03-24,0.00,43
2020-03-25,0.00,43
2020-03-26,0.00,43
2020-03-27,0.00,43
2020-03-28,18.46,43
2020-03-29,0.00,43
2020-03-30,1.92,43
2020-03-31,4.54,43
2020-04-01,11.28,43
2020-04-02,18.82,43
2020-04-03,0.00,43
2020-04-04,0.00,43
2020-04-05,2.68,43
2020-04-06,7.17,43
2020-04-07,1.74,43
2020-04-08,0.00,43
2020-04-09,0.00,43
2020-04-10,0.00,43
2020-04-11,17.87,43
2020-04-12,2.10,43
2020-04-13,0.00,43
2020-04-14,0.00,43
2020-04-15,0.00,43
2020-04-16,0.00,43
2020-04-17,0.00,43
2020-04-18,0.00,43
2020-04-19,0.00,43
2020-04-20,0.00,43
2020-04-21,0.00,43
2020-04-22,3.63,43
2020-04-23,7.38,43
2020-04-24,1.11,43
2020-04-25,0.00,43
2020-04-26,0.00,43
2020-04-27,0.00,43
2020-04-28,0.00,43
2020-04-29,0.00,43
2020-04-30,0.00,43
2020-05-01,0.00,43
2020-05-02,0.00,43
2020-05-03,0.00,43
2020-05-04,0.00,43
2020-05-05,0.00,43
2020-05-06,0.00,43
2020-05-07,21.97,43
2020-05-08,0.00,43
2020-05-09,0.00,43
2020-05-10,0.00,43
2020-05-11,0.00,43
2020-05-12,7.40,43
2020-05-13,0.00,43
2020-05-14,0.00,43
2020-05-15,0.00,43
2020-05-16,10.17,43
2020-05-17,0.00,43
2020-05-18,32.13,43
2020-05-19,14.45,43
2020-05-20,0.78,43
2020-05-21,34.64,43
2020-05-22,116.23,43
2020-05-23,5.33,43
2020-05-24,0.00,43
2020-05-25,0.00,43
2020-05-26,3.27,43
2020-05-27,31.35,43
2020-05-28,86.82,43
2020-05-29,0.27,43
2020-05-30,0.00,43
2020-05-31,0.00,43
2020-06-01,0.00,43
2020-06-02,1.38,43
2020-06-03,0.00,43
2020-06-04,0.00,43
2020-06-05,0.00,43
2020-06-06,0.00,43
2020-06-07,23.76,43
2020-06-08,8.95,43
2020-06-09,0.05,43
2020-06-10,0.00,43
2020-06-11,0.00,43
2020-06-12,0.00,43
2020-06-13,0.00,43
2020-06-14,3.54,43
2020-06-15,0.12,43
2020-06-16,0.00,43
2020-06-17,0.00,43
2020-06-18,0.00,43
2020-06-19,0.00,43
2020-06-20,0.00,43
2020-06-21,0.00,43
2020-06-22,0.00,43
2020-06-23,0.00,43
2020-06-24,0.00,43
2020-06-25,0.00,43
2020-06-26,0.00,43
2020-06-27,0.00,43
2020-06-28,0.00,43
2020-06-29,0.00,43
2020-06-30,0.00,43
2020-07-01,0.30,43
2020-07-02,0.19,43
2020-07-03,0.00,43
2020-07-04,0.00,43
2020-07-05,0.00,43
2020-07-06,0.00,43
2020-07-07,0.00,43
2020-07-08,0.00,43
2020-07-09,0.00,43
2020-07-10,0.00,43
2020-07-11,0.00,43
2020-07-12,0.00,43
2020-07-13,0.00,43
2020-07-14,0.00,43
2020-07-15,0.00,43
2020-07-16,0.00,43
2020-07-17,0.00,43
2020-07-18,0.00,43
2020-07-19,0.00,43
2020-07-20,0.00,43
2020-07-21,0.00,43
2020-07-22,0.00,43
2020-07-23,0.00,43
2020-07-24,0.00,43
2020-07-25,0.00,43
2020-07-26,0.00,43
2020-07-27,0.00,43
2020-07-28,1.10,43
2020-07-29,0.62,43
2020-07-30,0.00,43
2020-07-31,0.00,43
2020-08-01,0.00,43
2020-08-02,0.67,43
2020-08-03,29.32,43
2020-08-04,0.74,43
2020-08-05,3.81,43
2020-08-06,0.00,43
2020-08-07,0.00,43
2020-08-08,0.00,43
2020-08-09,0.00,43
2020-08-10,13.00,43
2020-08-11,41.71,43
2020-08-12,2.81,43
2020-08-13,0.00,43
2020-08-14,6.47,43
2020-08-15,9.95,43
2020-08-16,0.85,43
2020-08-17,0.00,43
2020-08-18,0.00,43
2020-08-19,0.00,43
2020-08-20,0.00,43
2020-08-21,0.00,43
2020-08-22,1.99,43
2020-08-23,10.14,43
2020-08-24,0.00,43
2020-08-25,0.00,43
2020-08-26,0.00,43
2020-08-27,0.00,43
2020-08-28,0.00,43
2020-08-29,0.67,43
2020-08-30,0.00,43
2020-08-31,6.92,43
2020-09-01,6.20,43
2020-09-02,0.00,43
2020-09-03,6.33,43
2020-09-04,0.00,43
2020-09-05,0.00,43
2020-09-06,0.00,43
2020-09-07,0.00,43
2020-09-08,0.00,43
2020-09-09,0.00,43
2020-09-10,0.00,43
2020-09-11,0.00,43
2020-09-12,0.69,43
2020-09-13,0.00,43
2020-09-14,0.00,43
2020-09-15,0.00,43
2020-09-16,0.00,43
2020-09-17,0.00,43
2020-09-18,0.00,43
2020-09-19,0.00,43
2020-09-20,11.86,43
2020-09-21,0.00,43
2020-09-22,0.00,43
2020-09-23,0.00,43
2020-09-24,0.00,43
2020-09-25,0.00,43
2020-09-26,0.00,43
2020-09-27,22.98,43
2020-09-28,3.16,43
2020-09-29,0.00,43
2020-09-30,1.36,43
2020-10-01,0.00,43
2020-10-02,0.00,43
2020-10-03,0.00,43
2020-10-04,0.00,43
2020-10-05,0.00,43
2020-10-06,0.00,43
2020-10-07,0.00,43
2020-10-08,0.00,43
2020-10-09,0.00,43
2020-10-10,0.00,43
2020-10-11,0.00,43
2020-10-12,0.00,43
2020-10-13,0.00,43
2020-10-14,0.00,43
2020-10-15,0.00,43
2020-10-16,0.00,43
2020-10-17,0.00,43
2020-10-18,0.00,43
2020-10-19,0.00,43
2020-10-20,0.00,43
2020-10-21,0.00,43
2020-10-22,1.28,43
2020-10-23,3.22,43
2020-10-24,0.00,43
2020-10-25,0.00,43
2020-10-26,0.00,43
2020-10-27,0.00,43
2020-10-28,0.00,43
2020-10-29,0.00,43
2020-10-30,0.00,43
2020-10-31,0.00,43
2020-11-01,0.00,43
2020-11-02,0.00,43
2020-11-03,0.01,43
2020-11-04,0.00,43
2020-11-05,0.00,43
2020-11-06,0.00,43
2020-11-07,0.00,43
2020-11-08,0.00,43
2020-11-09,0.00,43
2020-11-10,2.75,43
2020-11-11,0.00,43
2020-11-12,0.00,43
2020-11-13,4.36,43
2020-11-14,0.43,43
2020-11-15,0.00,43
2020-11-16,0.00,43
2020-11-17,0.00,43
2020-11-18,0.00,43
2020-11-19,0.00,43
2020-11-20,0.00,43
2020-11-21,0.00,43
2020-11-22,0.00,43
2020-11-23,0.00,43
2020-11-24,0.00,43
2020-11-25,0.00,43
2020-11-26,0.00,43
2020-11-27,0.00,43
2020-11-28,0.00,43
2020-11-29,0.00,43
2020-11-30,0.00,43
2020-12-01,0.00,43
2020-12-02,0.00,43
2020-12-03,0.00,43
2020-12-04,0.43,43
2020-12-05,0.00,43
2020-12-06,0.00,43
2020-12-07,0.00,43
2020-12-08,1.76,43
2020-12-09,13.41,43
2020-12-10,1.88,43
2020-12-11,2.64,43
2020-12-12,0.00,43
2020-12-13,0.00,43
2020-12-14,0.00,43
2020-12-15,0.00,43
2020-12-16,0.00,43
2020-12-17,0.00,43
2020-12-18,0.60,43
2020-12-19,0.81,43
2020-12-20,0.00,43
2020-12-21,0.58,43
2020-12-22,0.00,43
2020-12-23,15.15,43
2020-12-24,5.33,43
2020-12-25,0.00,43
2020-12-26,0.00,43
2020-12-27,0.40,43
2020-12-28,1.06,43
2020-12-29,0.00,43
2020-12-30,0.13,43
2020-12-31,0.00,43
2021-01-01,0.00,43
2021-01-02,0.00,43
2021-01-03,0.00,43
2021-01-04,0.14,43
2021-01-05,0.00,43
2021-01-06,1.44,43
2021-01-07,4.18,43
2021-01-08,0.18,43
2021-01-09,0.00,43
2021-01-10,0.00,43
2021-01-11,6.49,43
2021-01-12,0.68,43
2021-01-13,0.00,43
2021-01-14,0.00,43
2021-01-15,0.00,43
2021-01-16,0.00,43
2021-01-17,0.00,43
2021-01-18,0.00,43
2021-01-19,0.00,43
2021-01-20,0.00,43
2021-01-21,0.00,43
2021-01-22,0.01,43
2021-01-23,0.00,43
2021-01-24,0.00,43
2021-01-25,0.00,43
2021-01-26,0.00,43
2021-01-27,0.00,43
2021-01-28,0.00,43
2021-01-29,0.00,43
2021-01-30,0.00,43
2021-01-31,0.00,43
2021-02-01,0.00,43
2021-02-02,0.00,43
2021-02-03,0.00,43
2021-02-04,0.00,43
2021-02-05,0.00,43
2021-02-06,0.00,43
2021-02-07,0.00,43
2021-02-08,0.00,43
2021-02-09,0.00,43
2021-02-10,10.06,43
2021-02-11,35.25,43
2021-02-12,3.93,43
2021-02-13,0.00,43
2021-02-14,0.00,43
2021-02-15,0.00,43
2021-02-16,0.00,43
2021-02-17,0.02,43
2021-02-18,0.00,43
2021-02-19,0.00,43
2021-02-20,0.00,43
2021-02-21,0.00,43
2021-02-22,0.00,43
2021-02-23,0.00,43
2021-02-24,0.00,43
2021-02-25,0.00,43
2021-02-26,0.00,43
2021-02-27,0.27,43
2021-02-28,0.00,43
2021-03-01,0.00,43
2021-03-02,8.73,43
2021-03-03,0.00,43
2021-03-04,0.26,43
2021-03-05,0.43,43
2021-03-06,34.40,43
2021-03-07,1.54,43
2021-03-08,0.00,43
2021-03-09,0.00,43
2021-03-10,0.00,43
2021-03-11,0.00,43
2021-03-12,0.00,43
2021-03-13,0.00,43
2021-03-14,0.00,43
2021-03-15,0.00,43
2021-03-16,0.00,43
2021-03-17,0.00,43
2021-03-18,0.00,43
2021-03-19,0.00,43
2021-03-20,0.00,43
2021-03-21,0.00,43
2021-03-22,7.32,43
2021-03-23,1.38,43
2021-03-24,39.56,43
2021-03-25,0.00,43
2021-03-26,0.00,43
2021-03-27,0.00,43
2021-03-28,0.00,43
2021-03-29,0.00,43
2021-03-30,0.00,43
2021-03-31,0.00,43
2021-04-01,0.00,43
2021-04-02,0.00,43
2021-04-03,0.00,43
2021-04-04,0.00,43
2021-04-05,0.00,43
2021-04-06,0.00,43
2021-04-07,0.00,43
2021-04-08,0.08,43
2021-04-09,0.00,43
2021-04-10,0.00,43
2021-04-11,0.00,43
2021-04-12,0.00,43
2021-04-13,0.00,43
2021-04-14,0.00,43
2021-04-15,0.00,43
2021-04-16,0.00,43
2021-04-17,0.63,43
2021-04-18,0.00,43
2021-04-19,0.00,43
2021-04-20,0.00,43
2021-04-21,0.00,43
2021-04-22,0.00,43
2021-04-23,0.34,43
2021-04-24,0.00,43
2021-04-25,0.00,43
2021-04-26,0.00,43
2021-04-27,0.00,43
2021-04-28,30.89,43
2021-04-29,26.65,43
2021-04-30,0.00,43
2021-05-01,0.00,43
2021-05-02,0.00,43
2021-05-03,0.00,43
2021-05-04,0.00,43
2021-05-05,5.47,43
2021-05-06,0.00,43
2021-05-07,0.00,43
2021-05-08,0.00,43
2021-05-09,0.00,43
2021-05-10,0.00,43
2021-05-11,0.00,43
2021-05-12,0.00,43
2021-05-13,0.00,43
2021-05-14,0.00,43
2021-05-15,0.00,43
2021-05-16,0.00,43
2021-05-17,0.00,43
2021-05-18,0.00,43
2021-05-19,0.00,43
2021-05-20,0.00,43
2021-05-21,0.00,43
2021-05-22,0.00,43
2021-05-23,0.00,43
2021-05-24,0.00,43
2021-05-25,0.00,43
2021-05-26,0.00,43
2021-05-27,0.00,43
2021-05-28,0.00,43
2021-05-29,7.78,43
2021-05-30,48.76,43
2021-05-31,83.86,43
2021-06-01,2.71,43
2021-06-02,0.00,43
2021-06-03,0.00,43
2021-06-04,0.03,43
2021-06-05,28.78,43
2021-06-06,61.71,43
2021-06-07,2.98,43
2021-06-08,0.00,43
2021-06-09,0.14,43
2021-06-10,0.00,43
2021-06-11,0.00,43
2021-06-12,0.68,43
2021-06-13,0.00,43
2021-06-14,0.00,43
2021-06-15,0.00,43
2021-06-16,0.00,43
2021-06-17,0.00,43
2021-06-18,0.00,43
2021-06-19,0.00,43
2021-06-20,0.00,43
2021-06-21,0.18,43
2021-06-22,23.91,43
2021-06-23,21.41,43
2021-06-24,10.00,43
2021-06-25,20.95,43
2021-06-26,0.00,43
2021-06-27,0.00,43
2021-06-28,3.20,43
2021-06-29,0.09,43
2021-06-30,0.00,43
2021-07-01,0.00,43
2021-07-02,0.00,43
2021-07-03,0.00,43
2021-07-04,0.00,43
2021-07-05,0.00,43
2021-07-06,0.00,43
2021-07-07,0.00,43
2021-07-08,0.00,43
2021-07-09,0.00,43
2021-07-10,0.00,43
2021-07-11,0.00,43
2021-07-12,0.08,43
2021-07-13,0.43,43
2021-07-14,0.00,43
2021-07-15,0.03,43
2021-07-16,0.24,43
2021-07-17,0.00,43
2021-07-18,0.00,43
2021-07-19,0.00,43
2021-07-20,0.00,43
2021-07-21,37.03,43
2021-07-22,51.29,43
2021-07-23,20.37,43
2021-07-24,24.86,43
2021-07-25,0.00,43
2021-07-26,0.00,43
2021-07-27,0.00,43
2021-07-28,0.00,43
2021-07-29,0.47,43
2021-07-30,0.00,43
2021-07-31,2.21,43
2021-08-01,0.01,43
2021-08-02,18.19,43
2021-08-03,0.26,43
2021-08-04,37.67,43
2021-08-05,4.10,43
2021-08-06,63.80,43
2021-08-07,146.23,43
2021-08-08,0.00,43
2021-08-09,0.00,43
2021-08-10,10.41,43
2021-08-11,0.70,43
2021-08-12,0.00,43
2021-08-13,0.00,43
2021-08-14,0.00,43
2021-08-15,0.00,43
2021-08-16,0.00,43
2021-08-17,0.00,43
2021-08-18,0.00,43
2021-08-19,1.50,43
2021-08-20,0.00,43
2021-08-21,0.00,43
2021-08-22,0.00,43
2021-08-23,0.00,43
2021-08-24,0.01,43
2021-08-25,0.08,43
2021-08-26,0.00,43
2021-08-27,0.00,43
2021-08-28,0.00,43
2021-08-29,0.00,43
2021-08-30,0.00,43
2021-08-31,0.24,43
2021-09-01,0.00,43
2021-09-02,0.00,43
2021-09-03,0.00,43
2021-09-04,0.14,43
2021-09-05,0.00,43
2021-09-06,0.00,43
2021-09-07,0.00,43
2021-09-08,0.16,43
2021-09-09,0.00,43
2021-09-10,0.00,43
2021-09-11,0.00,43
2021-09-12,20.47,43
2021-09-13,0.00,43
2021-09-14,0.00,43
2021-09-15,0.00,43
2021-09-16,0.00,43
2021-09-17,0.16,43
2021-09-18,0.00,43
2021-09-19,0.00,43
2021-09-20,0.00,43
2021-09-21,0.00,43
2021-09-22,0.00,43
2021-09-23,0.00,43
2021-09-24,0.00,43
2021-09-25,0.00,43
2021-09-26,0.00,43
2021-09-27,0.00,43
2021-09-28,0.00,43
2021-09-29,0.00,43
2021-09-30,0.00,43
2021-10-01,0.00,43
2021-10-02,0.00,43
2021-10-03,0.00,43
2021-10-04,0.00,43
2021-10-05,0.00,43
2021-10-06,0.00,43
2021-10-07,0.00,43
2021-10-08,0.00,43
2021-10-09,0.00,43
2021-10-10,0.01,43
2021-10-11,12.85,43
2021-10-12,2.23,43
2021-10-13,0.86,43
2021-10-14,0.08,43
2021-10-15,0.00,43
2021-10-16,10.30,43
2021-10-17,0.01,43
2021-10-18,0.00,43
2021-10-19,0.00,43
2021-10-20,0.00,43
2021-10-21,3.15,43
2021-10-22,13.61,43
2021-10-23,0.00,43
2021-10-24,15.36,43
2021-10-25,0.00,43
2021-10-26,0.00,43
2021-10-27,0.00,43
2021-10-28,0.00,43
2021-10-29,0.00,43
2021-10-30,0.00,43
2021-10-31,0.00,43
2021-11-01,0.00,43
2021-11-02,0.00,43
2021-11-03,0.00,43
2021-11-04,0.00,43
2021-11-05,0.00,43
2021-11-06,0.00,43
